,q_date,q_year,prop_year,state,entity,utility,county_1,poi_name,region_CAISO,region_ERCOT,region_ISO-NE,region_MISO,region_NYISO,region_PJM,region_SPP,region_Southeast (non-ISO),region_West (non-ISO),total_mw,type1_Battery,type1_Biofuel,type1_Biogas,type1_Biomass,type1_Coal,type1_Diesel,type1_Flywheel,type1_Gas,type1_Geothermal,type1_Gravity Rail,type1_Hybrid,type1_Hydro,type1_Landfill,type1_Methane,type1_Nuclear,type1_Offshore Wind,type1_Oil,type1_Pumped Storage,type1_Solar,type1_Steam,type1_Waste Heat,type1_Wind,type1_Wood,ia_status_Facility Study,ia_status_Feasibility Study,ia_status_IA Executed,ia_status_Operational,ia_status_System Impact Study,ia_status_Withdrawn
24920,3/8/2010,2010.0,2011.0,UT,PacifiCorp,PacifiCorp,iron,Parowan - Rocky Mountain Power substation,0,0,0,0,0,0,0,0,1,80.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
24921,10/9/2013,2013.0,2016.0,UT,PacifiCorp,PacifiCorp,iron,Parowan substation ,0,0,0,0,0,0,0,0,1,40.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
24923,1/17/2006,2006.0,2007.0,OR,PacifiCorp,PacifiCorp,morrow,Circuit 4K36 out of Dalreed substation,0,0,0,0,0,0,0,0,1,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
24925,6/16/2009,2009.0,2014.0,OR,PacifiCorp,PacifiCorp,klamath,Line 9 between Junction Tap & Dairy substation,0,0,0,0,0,0,0,0,1,55.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
24927,6/30/2014,2014.0,2016.0,OR,PacifiCorp,PacifiCorp,lake,"Circuit 5L105, Town , out of Mile-Hi substation",0,0,0,0,0,0,0,0,1,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
24930,2/2/2009,2009.0,2011.0,UT,PacifiCorp,PacifiCorp,beaver,"WECCO line Northwest of Cedar City, Utah",0,0,0,0,0,0,0,0,1,165.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
24932,10/9/2006,2006.0,2007.0,WY,PacifiCorp,PacifiCorp,uinta,Muddy Creek substation,0,0,0,0,0,0,0,0,1,80.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
24933,2/11/2013,2013.0,2015.0,UT,PacifiCorp,PacifiCorp,duchesne,Upalco substation,0,0,0,0,0,0,0,0,1,40.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
24935,9/18/2003,2003.0,2005.0,ID,PacifiCorp,PacifiCorp,bonneville,Goshen substation (Idaho),0,0,0,0,0,0,0,0,1,125.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
24938,4/13/2006,2006.0,2007.0,UT,PacifiCorp,PacifiCorp,box elder,Wheelon - Malad Line,0,0,0,0,0,0,0,0,1,115.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
24940,6/5/2008,2008.0,2009.0,OR,PacifiCorp,PacifiCorp,jackson,Circuit 5R40,0,0,0,0,0,0,0,0,1,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
24941,5/5/2015,2015.0,2016.0,ID,PacifiCorp,PacifiCorp,jefferson,Mudlake-Amps 69kV line,0,0,0,0,0,0,0,0,1,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
24946,11/21/2016,2016.0,2019.0,OR,PacifiCorp,PacifiCorp,lake,Bullard substation,0,0,0,0,0,0,0,0,1,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
24952,11/7/2006,2006.0,2007.0,OR,PacifiCorp,PacifiCorp,umatilla,Hinkle substation,0,0,0,0,0,0,0,0,1,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
24961,8/9/2012,2012.0,2014.0,UT,PacifiCorp,PacifiCorp,salt lake,Customer's existing 138kV substation ,0,0,0,0,0,0,0,0,1,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
24964,11/12/2008,2008.0,2012.0,UT,PacifiCorp,PacifiCorp,salt lake,Camp Williams to Mona line,0,0,0,0,0,0,0,0,1,380.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
24968,9/21/2001,2001.0,2005.0,WA,PacifiCorp,PacifiCorp,columbia,Walla Walla - N. Lewiston line,0,0,0,0,0,0,0,0,1,70.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
24972,8/8/2016,2016.0,2019.0,WY,PacifiCorp,PacifiCorp,fremont,Riverton-Thermopolis transmission line,0,0,0,0,0,0,0,0,1,75.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
24977,7/28/2017,2017.0,2019.0,OR,PacifiCorp,PacifiCorp,klamath,Captain Jack - Meridian transmission line,0,0,0,0,0,0,0,0,1,80.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
24979,12/19/2016,2016.0,2019.0,OR,PacifiCorp,PacifiCorp,klamath,Enterprise Junction-Alturas transmission line,0,0,0,0,0,0,0,0,1,46.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
24980,4/7/2015,2015.0,2016.0,OR,PacifiCorp,PacifiCorp,umatilla,Hinkle substation,0,0,0,0,0,0,0,0,1,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
24981,11/4/2010,2010.0,2011.0,OR,PacifiCorp,PacifiCorp,hood river,"South circuit, 5K74, out of Hood River substation ",0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
24983,9/18/2003,2003.0,2005.0,ID,PacifiCorp,PacifiCorp,bonneville,Goshen substation (Idaho),0,0,0,0,0,0,0,0,1,65.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
24984,5/20/2008,2008.0,2011.0,WY,PacifiCorp,PacifiCorp,converse,Windstar substation,0,0,0,0,0,0,0,0,1,300.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
24985,11/8/2007,2007.0,2009.0,OR,PacifiCorp,PacifiCorp,marion,"366 E Water Street, Stayton, Oregon",0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
24988,7/8/2014,2014.0,2016.0,OR,PacifiCorp,PacifiCorp,klamath,Bly substation,0,0,0,0,0,0,0,0,1,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
24991,3/16/2010,2010.0,2014.0,UT,PacifiCorp,PacifiCorp,beaver,Milford substation,0,0,0,0,0,0,0,0,1,21.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
24999,3/22/2006,2006.0,2010.0,NV,PacifiCorp,PacifiCorp,white pine,Terminal substation,0,0,0,0,0,0,0,0,1,535.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25001,3/16/2010,2010.0,2014.0,UT,PacifiCorp,PacifiCorp,beaver,Milford substation,0,0,0,0,0,0,0,0,1,21.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
25003,7/27/2018,2018.0,2018.0,CA,PacifiCorp,PacifiCorp,shasta,Castella substation,0,0,0,0,0,0,0,0,1,4.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
25004,6/16/2015,2015.0,2016.0,UT,PacifiCorp,PacifiCorp,iron,"Circuit BRT12, Burton #12 out of Burton substation",0,0,0,0,0,0,0,0,1,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
25005,6/30/2005,2005.0,2007.0,OR,PacifiCorp,PacifiCorp,linn,Santiam - Hazelwood line,0,0,0,0,0,0,0,0,1,10.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25007,7/11/2019,2019.0,2021.0,OR,PacifiCorp,PacifiCorp,benton,Circuit 4M182 out of Hillview substation,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
25012,9/5/2017,2017.0,2019.0,UT,PacifiCorp,PacifiCorp,weber,Marquart-Little Mountain transmission line,0,0,0,0,0,0,0,0,1,45.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
25015,10/25/2011,2011.0,2014.0,UT,PacifiCorp,PacifiCorp,sevier,Sigurd substation,0,0,0,0,0,0,0,0,1,525.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
25017,5/25/2016,2016.0,2018.0,UT,PacifiCorp,PacifiCorp,box elder,Wheelon-Nucor transmission line,0,0,0,0,0,0,0,0,1,80.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
25021,6/22/2009,2009.0,2009.0,OR,PacifiCorp,PacifiCorp,umatilla,"Circuit 5W82, out of Hinkle substation",0,0,0,0,0,0,0,0,1,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25027,7/24/2017,2017.0,2019.0,OR,PacifiCorp,PacifiCorp,deschutes,Circuit 5D184 out of Deschutes substation,0,0,0,0,0,0,0,0,1,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
25028,5/5/2017,2017.0,2019.0,OR,PacifiCorp,PacifiCorp,umatilla,Pilot Rock substation,0,0,0,0,0,0,0,0,1,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
25029,1/10/2013,2013.0,2016.0,UT,PacifiCorp,PacifiCorp,beaver,Circuit BKl12 out of Brooklawn substation,0,0,0,0,0,0,0,0,1,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
25030,3/13/2007,2007.0,2009.0,WY,PacifiCorp,PacifiCorp,sweetwater,Rock Springs-Monument line,0,0,0,0,0,0,0,0,1,110.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
25034,6/12/2013,2013.0,2014.0,OR,PacifiCorp,PacifiCorp,klamath,Turkey Hill substation,0,0,0,0,0,0,0,0,1,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
25035,8/15/2013,2013.0,2014.0,OR,PacifiCorp,PacifiCorp,multnomah,Circuit 5P123 out of Killingsworth substation,0,0,0,0,0,0,0,0,1,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
25036,4/7/2015,2015.0,2016.0,OR,PacifiCorp,PacifiCorp,umatilla,Hinkle substation,0,0,0,0,0,0,0,0,1,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
25037,6/28/2016,2016.0,2017.0,UT,PacifiCorp,PacifiCorp,emery,Emery substation,0,0,0,0,0,0,0,0,1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
25038,9/19/2016,2016.0,2019.0,WY,PacifiCorp,PacifiCorp,lincoln,Sage substation,0,0,0,0,0,0,0,0,1,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
25039,7/16/2008,2008.0,2009.0,UT,PacifiCorp,PacifiCorp,millard,Pole #75 on PacifiCorp's 46 kV Line Delta to Greymont,0,0,0,0,0,0,0,0,1,14.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25040,9/29/2009,2009.0,2013.0,UT,PacifiCorp,PacifiCorp,weber,Ben Lomond - Western Zirconium,0,0,0,0,0,0,0,0,1,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
25042,8/17/2012,2012.0,2014.0,UT,PacifiCorp,PacifiCorp,tooele,Customer's electric system from TEAD substation,0,0,0,0,0,0,0,0,1,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
25043,10/15/2009,2009.0,2011.0,WY,PacifiCorp,PacifiCorp,albany,Shirley Basin substation,0,0,0,0,0,0,0,0,1,400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
25044,7/2/2007,2007.0,2008.0,OR,PacifiCorp,PacifiCorp,umatilla,Hinkle substation,0,0,0,0,0,0,0,0,1,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
25046,5/6/2015,2015.0,2016.0,CA,PacifiCorp,PacifiCorp,siskiyou,"Circuit 5G149, Highland, out of Yreka substation",0,0,0,0,0,0,0,0,1,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
25050,9/26/2016,2016.0,2019.0,UT,PacifiCorp,PacifiCorp,juab,Mona substation,0,0,0,0,0,0,0,0,1,80.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
25051,7/2/2007,2007.0,2007.0,OR,PacifiCorp,PacifiCorp,umatilla,Hinkle substation,0,0,0,0,0,0,0,0,1,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
25052,5/16/2014,2014.0,2016.0,OR,PacifiCorp,PacifiCorp,deschutes,"Circuit 5D261, Klondike, out of Pilot Butte substation",0,0,0,0,0,0,0,0,1,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
25053,2/3/2009,2009.0,2011.0,WY,PacifiCorp,PacifiCorp,big horn,"Circuit 4H36, out of Pitchfork substation",0,0,0,0,0,0,0,0,1,4.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25057,3/13/2014,2014.0,2014.0,OR,PacifiCorp,PacifiCorp,jefferson,Tap 5D52 out of Madras substation,0,0,0,0,0,0,0,0,1,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
25059,12/29/2014,2014.0,2015.0,UT,PacifiCorp,PacifiCorp,tooele,TEAD Substation,0,0,0,0,0,0,0,0,1,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
25060,11/6/2008,2008.0,2009.0,ID,PacifiCorp,PacifiCorp,bonneville,Line to existing Wolverine Creek Goshen substation phase II,0,0,0,0,0,0,0,0,1,65.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
25065,4/8/2014,2014.0,2014.0,UT,PacifiCorp,PacifiCorp,salt lake,University substation,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
25066,10/12/2015,2015.0,2021.0,WY,PacifiCorp,PacifiCorp,converse,Yellowcake – Antelope Mine line,0,0,0,0,0,0,0,0,1,350.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
25071,2/26/2008,2008.0,2008.0,WY,PacifiCorp,PacifiCorp,carbon,Shirley-Basin substation on the Miners - Difficulty Line,0,0,0,0,0,0,0,0,1,111.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
25072,10/23/2019,2019.0,2020.0,ID,PacifiCorp,PacifiCorp,bannock,Circuit LAV11 out of Lava substation,0,0,0,0,0,0,0,0,1,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
25074,2/20/2001,2001.0,2001.0,OR,PacifiCorp,PacifiCorp,klamath,Meridian-Captain Jack Line,0,0,0,0,0,0,0,0,1,100.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25075,4/26/2016,2016.0,2018.0,OR,PacifiCorp,PacifiCorp,crook,Houston Lake substation,0,0,0,0,0,0,0,0,1,78.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
25077,4/30/2009,2009.0,2010.0,UT,PacifiCorp,PacifiCorp,emery,"Huntington Power Plant, Huntington, Utah",0,0,0,0,0,0,0,0,1,9.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25079,3/18/2014,2014.0,2015.0,UT,PacifiCorp,PacifiCorp,tooele,Rowley substation,0,0,0,0,0,0,0,0,1,21.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
25080,12/9/2003,2003.0,2007.0,WY,PacifiCorp,PacifiCorp,carbon,Miners - Dificulty Line,0,0,0,0,0,0,0,0,1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
25081,7/11/2016,2016.0,2018.0,UT,PacifiCorp,PacifiCorp,iron,Hickory – Red Butte (Sigurd #2) transmission line,0,0,0,0,0,0,0,0,1,188.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
25082,7/3/2014,2014.0,2016.0,UT,PacifiCorp,PacifiCorp,emery,Emery substation,0,0,0,0,0,0,0,0,1,80.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
25085,1/14/2013,2013.0,2013.0,OR,PacifiCorp,PacifiCorp,lake,12.0 kV Circuit 5L105 out of Mile Hi substation,0,0,0,0,0,0,0,0,1,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
25086,3/1/2017,2017.0,2019.0,UT,PacifiCorp,PacifiCorp,tooele,TEAD Substation,0,0,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25088,10/30/2017,2017.0,2019.0,OR,PacifiCorp,PacifiCorp,crook,Houston Lake substation,0,0,0,0,0,0,0,0,1,59.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
25096,3/16/2010,2010.0,2014.0,UT,PacifiCorp,PacifiCorp,beaver,Milford substation,0,0,0,0,0,0,0,0,1,21.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
25099,5/12/2016,2016.0,2017.0,OR,PacifiCorp,PacifiCorp,umatilla,"Circuit 5W406, Pilot Rock City, out of Pilot Rock substation",0,0,0,0,0,0,0,0,1,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
25100,6/23/2008,2008.0,2008.0,UT,PacifiCorp,PacifiCorp,beaver,Line Out of Cameron substation,0,0,0,0,0,0,0,0,1,22.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25101,11/6/2017,2017.0,2020.0,OR,PacifiCorp,PacifiCorp,jefferson,Cove-Pelton Rereg line,0,0,0,0,0,0,0,0,1,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
25110,9/15/2003,2003.0,2006.0,UT,PacifiCorp,PacifiCorp,utah,Emery - Camp Williams Line,0,0,0,0,0,0,0,0,1,890.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25111,5/11/2016,2016.0,2018.0,OR,PacifiCorp,PacifiCorp,crook,Prineville-Redmond transmission line,0,0,0,0,0,0,0,0,1,55.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
25112,8/22/2014,2014.0,2016.0,OR,PacifiCorp,PacifiCorp,deschutes,"Circuit 5D184, Pronghorn, out of Deschutes substation",0,0,0,0,0,0,0,0,1,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
25113,11/7/2011,2011.0,2013.0,UT,PacifiCorp,PacifiCorp,sanpete,Jerusalem-Moroni Feed Line,0,0,0,0,0,0,0,0,1,12.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25114,6/25/2007,2007.0,2008.0,ID,PacifiCorp,PacifiCorp,jefferson,HPS 12 circuit,0,0,0,0,0,0,0,0,1,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
25116,12/22/2010,2010.0,2012.0,OR,PacifiCorp,PacifiCorp,douglas,Circuit 4U30 out of Southgate substation,0,0,0,0,0,0,0,0,1,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25117,8/10/2007,2007.0,2009.0,ID,PacifiCorp,PacifiCorp,bonneville,Goshen-Ucon Line,0,0,0,0,0,0,0,0,1,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
25120,11/8/2001,2001.0,2003.0,WA,PacifiCorp,PacifiCorp,walla walla,Wallula substation,0,0,0,0,0,0,0,0,1,99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
25124,9/4/2015,2015.0,2017.0,WY,PacifiCorp,PacifiCorp,carbon,Shirley Basin substation,0,0,0,0,0,0,0,0,1,250.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
25127,3/16/2010,2010.0,2014.0,UT,PacifiCorp,PacifiCorp,beaver,Milford substation,0,0,0,0,0,0,0,0,1,21.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
25130,8/13/2010,2010.0,2011.0,OR,PacifiCorp,PacifiCorp,multnomah,"Circuit, 5P123, out of Killingsworth substation",0,0,0,0,0,0,0,0,1,9.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
25131,11/7/2006,2006.0,2007.0,OR,PacifiCorp,PacifiCorp,umatilla,Hinkle substation,0,0,0,0,0,0,0,0,1,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
25132,4/9/2015,2015.0,2016.0,OR,PacifiCorp,PacifiCorp,klamath,"Circuit 5L116, Altamont, out of Texum substation",0,0,0,0,0,0,0,0,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
25136,10/22/2013,2013.0,2015.0,UT,PacifiCorp,PacifiCorp,iron,Circuit WCD28 out of West Cedar substation,0,0,0,0,0,0,0,0,1,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
25139,3/8/2012,2012.0,2012.0,OR,PacifiCorp,PacifiCorp,klamath,Circuit 5L49 out of Lakeport substation,0,0,0,0,0,0,0,0,1,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25143,5/17/2010,2010.0,2012.0,UT,PacifiCorp,PacifiCorp,beaver,"Circuit SML21, out of South Milford substation",0,0,0,0,0,0,0,0,1,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25144,1/7/2013,2013.0,2013.0,ID,PacifiCorp,PacifiCorp,franklin,Circuit CLF11 out of Clifton substation,0,0,0,0,0,0,0,0,1,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
25150,5/30/2006,2006.0,2007.0,OR,PacifiCorp,PacifiCorp,umatilla,Pilot Rock substation,0,0,0,0,0,0,0,0,1,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
25151,3/5/2015,2015.0,2016.0,UT,PacifiCorp,PacifiCorp,iron,"Circuit PRV35, Parowan Valley #35 out of Parowan Valley substation",0,0,0,0,0,0,0,0,1,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
25152,8/4/2016,2016.0,2018.0,WY,PacifiCorp,PacifiCorp,natrona,Casper substation,0,0,0,0,0,0,0,0,1,80.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
25154,3/4/2011,2011.0,2014.0,WY,PacifiCorp,PacifiCorp,carbon,Proposed Heward substation,0,0,0,0,0,0,0,0,1,230.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
25155,1/2/2013,2013.0,2016.0,UT,PacifiCorp,PacifiCorp,iron,"Circuit CLM11, Coleman #11, out of Coleman substation",0,0,0,0,0,0,0,0,1,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
